gene_id,SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
ENSG00005246,1231,1145,989,2092,800,1077,1254,1882
ENSG00005247,193,240,286,551,421,372,366,669
ENSG00005248,58,60,180,105,178,152,187,62
ENSG00005249,0,1,0,1,1,0,0,0
ENSG00005250,0,1,0,0,1,2,3,0
ENSG00005251,116,136,67,151,45,303,141,260
ENSG00005252,2141,1529,2214,2659,2921,3152,2904,2491
ENSG00005253,32,47,33,113,62,102,101,162
ENSG00005254,1,1,1,1,5,0,0,0
ENSG00005255,12,3,8,6,11,19,6,5
ENSG00005256,2,11,17,16,5,8,13,13
ENSG00005257,744,382,319,121,275,912,182,555
ENSG00005258,5,7,6,14,9,4,4,3
ENSG00005259,70,31,17,21,30,32,22,49
ENSG00005260,16,35,35,16,18,8,28,14
ENSG00005261,1,1,1,0,1,0,0,1
ENSG00005262,1,3,3,0,0,0,0,3
ENSG00005263,1013,605,572,913,988,1050,811,1683
ENSG00005264,32493,94777,47021,57799,54790,68729,43770,100109
ENSG00005265,10551,5502,6056,4552,6671,6171,4410,4653
ENSG00005266,490,864,280,498,621,940,573,335
ENSG00005267,7,8,0,7,9,1,7,7
ENSG00005268,0,0,1,0,0,0,0,0
ENSG00005269,11,30,5,11,8,1,2,6
ENSG00005270,725,194,80,291,374,309,175,380
ENSG00005271,0,1,0,0,0,1,1,0
ENSG00005272,64,46,125,87,86,114,78,53
ENSG00005273,49,82,227,121,84,110,147,44
ENSG00005274,123,346,184,125,142,114,135,417
ENSG00005275,48,131,49,110,54,95,113,138
ENSG00005276,5,27,19,16,3,8,9,34
ENSG00005277,3,46,6,1,24,17,8,9
ENSG00005278,41,163,63,95,92,177,50,221
ENSG00005279,31,88,56,44,34,45,44,56
ENSG00005280,11,10,15,23,16,16,19,10
ENSG00005281,2,7,7,1,2,10,0,0
ENSG00005282,210,196,164,114,119,147,291,191
ENSG00005283,133,203,52,281,279,381,176,329
ENSG00005284,2567,4326,3424,4426,4055,3223,2797,3792
ENSG00005285,122,164,132,185,234,116,108,343
ENSG00005286,2445,3977,2544,3056,2405,4438,2406,4844
ENSG00005287,0,2,1,1,1,0,0,0
ENSG00005288,291,198,257,187,463,124,188,325
ENSG00005289,97,45,27,89,80,26,66,173
ENSG00005290,0,2,0,2,0,1,2,3
ENSG00005291,0,0,1,6,0,0,1,2
ENSG00005292,21,16,18,9,17,9,36,18
ENSG00005293,4321,6034,3543,4685,4384,6208,3277,5656
ENSG00005294,14,11,32,11,11,35,21,46
ENSG00005295,280,309,312,296,493,477,279,412
ENSG00005296,15,18,20,4,29,15,26,21
ENSG00005297,16,68,10,40,29,38,32,56
ENSG00005298,12,14,37,37,16,48,10,50
ENSG00005299,6,23,18,7,10,8,10,14
ENSG00005300,0,0,0,0,0,0,0,0
ENSG00005301,0,3,0,1,1,0,0,1
ENSG00005302,1142,1797,1032,1530,2139,2171,1413,1664
ENSG00005303,5,7,3,0,0,21,13,1
ENSG00005304,322,493,398,480,362,565,947,1038
ENSG00005305,3,6,1,1,9,0,3,7
ENSG00005306,0,1,0,1,0,0,1,0
ENSG00005307,11,29,25,13,8,7,12,31
ENSG00005308,250,526,641,602,459,410,275,856
ENSG00005309,24,57,16,25,55,17,29,27
ENSG00005310,213,183,76,147,243,129,160,142
ENSG00005311,2,0,0,0,2,0,0,1
ENSG00005312,4146,2608,6060,7195,2449,1813,5832,7861
ENSG00005313,22,24,26,54,13,27,92,36
ENSG00005314,72,50,35,22,43,46,27,80
ENSG00005315,22,52,62,38,16,60,45,64
ENSG00005316,500,186,595,318,786,783,369,297
ENSG00005317,18,14,16,16,6,1,28,16
ENSG00005318,13,18,8,8,21,24,10,26
ENSG00005319,0,0,0,0,0,1,0,0
ENSG00005320,78,44,28,16,21,67,59,37
ENSG00005321,4,0,1,1,1,0,2,0
ENSG00005322,37,26,7,16,20,9,7,26
ENSG00005323,3,4,1,3,12,6,4,9
ENSG00005324,72,21,50,69,72,21,74,46
ENSG00005325,1137,1113,1764,761,1857,1509,1285,936
ENSG00005326,111,124,94,67,78,103,144,128
ENSG00005327,5,5,3,3,1,9,3,4
ENSG00005328,33,93,14,6,47,38,55,41
ENSG00005329,86,61,33,95,56,43,67,90
ENSG00005330,23,39,45,48,19,33,79,20
ENSG00005331,847,678,240,295,454,953,677,741
ENSG00005332,2321,3386,3526,2664,4006,2620,4081,5124
ENSG00005333,5148,5489,7429,10335,5837,9246,3566,5662
ENSG00005334,1080,1276,938,873,1128,1926,819,1440
ENSG00005335,287,168,304,277,260,455,365,499
ENSG00005336,7,18,4,18,6,17,9,12
ENSG00005337,1,2,0,0,1,2,0,0
ENSG00005338,3,2,0,0,0,0,4,0
ENSG00005339,107,260,111,216,150,102,205,22
ENSG00005340,131,83,110,88,32,23,64,195
ENSG00005341,22,13,24,25,26,7,12,2
ENSG00005342,510,795,658,649,252,588,360,940
ENSG00005343,311,658,287,770,791,349,325,577
ENSG00005344,842,816,520,880,733,624,561,593
ENSG00005345,31,65,22,34,42,35,46,71
ENSG00005346,125,228,159,221,32,72,71,112
ENSG00005347,6,0,6,13,6,5,8,5
ENSG00005348,63,35,18,39,36,92,42,20
ENSG00005349,228,429,260,219,83,77,145,273
ENSG00005350,3,6,2,3,2,5,1,4
ENSG00005351,879,1488,752,1850,1129,1849,778,1964
ENSG00005352,81,61,132,209,92,157,92,138
ENSG00005353,4,0,4,4,1,1,0,2
ENSG00005354,7,7,5,13,20,3,10,3
ENSG00005355,4,20,28,25,20,21,14,33
ENSG00005356,2789,4653,1648,2354,4136,3798,2824,2799
ENSG00005357,1474,3087,794,2184,472,1384,1820,2810
ENSG00005358,59,74,61,74,29,34,23,98
ENSG00005359,468,515,203,701,411,530,1385,682
ENSG00005360,0,0,0,0,0,0,0,1
ENSG00005361,181,163,150,120,70,157,189,43
ENSG00005362,262,408,343,384,143,184,228,361
ENSG00005363,146,317,223,330,155,354,640,512
ENSG00005364,12,34,17,6,13,14,29,29
ENSG00005365,45,57,31,15,15,24,54,26
ENSG00005366,225,149,92,458,188,310,277,598
ENSG00005367,7484,4175,3600,6503,7093,4820,6101,7773
ENSG00005368,918,1016,843,474,513,357,814,1813
ENSG00005369,5162,7736,7148,6954,7538,5026,7966,9758
ENSG00005370,15,2,2,4,3,3,10,5
ENSG00005371,16,23,40,39,18,39,44,36
ENSG00005372,64,56,49,23,21,20,28,90
ENSG00005373,228,153,174,289,83,289,111,83
ENSG00005374,474,1092,663,1616,1529,1634,792,1880
ENSG00005375,1356,2408,1925,3702,956,1333,2969,1650
ENSG00005376,3411,4508,1855,1648,2846,5673,3912,7839
ENSG00005377,3,2,18,16,29,14,12,25
ENSG00005378,1694,2131,1420,1624,1302,1202,2571,2687
ENSG00005379,142,300,48,96,156,135,105,283
ENSG00005380,36,38,20,19,13,55,48,21
ENSG00005381,468,665,485,959,478,1311,597,731
ENSG00005382,2,3,9,11,14,3,2,16
ENSG00005383,261,243,157,331,281,201,289,461
ENSG00005384,0,1,2,4,2,0,0,0
ENSG00005385,35,67,53,26,50,39,11,50
ENSG00005386,298,315,295,302,355,312,164,115
ENSG00005387,875,454,260,197,386,379,459,621
ENSG00005388,1170,1278,1491,2681,1499,2711,1995,2686
ENSG00005389,16,14,19,13,7,2,7,3
ENSG00005390,5554,4375,9178,5758,6021,5088,6430,11910
ENSG00005391,2678,1617,2152,2484,1662,1897,1216,1873
ENSG00005392,0,1,0,1,0,2,0,0
ENSG00005393,4,0,1,2,0,1,2,1
ENSG00005394,2,16,3,3,6,5,4,5
ENSG00005395,127,330,139,154,179,264,151,240
ENSG00005396,1,0,1,2,0,0,0,0
ENSG00005397,441,62,264,354,300,467,375,327
ENSG00005398,3180,3092,1454,2915,2453,2789,3693,4961
ENSG00005399,18,82,62,36,20,10,53,47
ENSG00005400,67,81,60,96,134,244,30,228
ENSG00005401,285,300,382,236,231,598,310,512
ENSG00005402,80,23,29,79,10,12,16,28
ENSG00005403,58,142,71,78,118,179,114,76
ENSG00005404,2,2,3,4,1,1,3,5
ENSG00005405,1656,1744,744,905,2539,1898,1149,1773
ENSG00005406,2,13,3,9,4,4,7,5
ENSG00005407,1326,866,651,805,416,723,750,1087
ENSG00005408,1,4,2,5,0,1,3,12
ENSG00005409,781,448,555,1399,878,1166,506,1124
ENSG00005410,4,8,4,3,5,8,5,1
ENSG00005411,613,686,448,476,699,605,575,909
ENSG00005412,10,16,9,5,6,17,16,15
ENSG00005413,0,0,4,1,2,1,4,1
ENSG00005414,1,1,0,0,0,1,0,0
ENSG00005415,45,112,48,84,53,62,63,83
ENSG00005416,98,101,97,79,26,53,114,60
ENSG00005417,4,3,1,0,3,0,6,2
ENSG00005418,0,4,0,0,0,0,0,2
ENSG00005419,0,1,0,1,0,0,0,0
ENSG00005420,13,16,12,3,4,7,2,10
ENSG00005421,6,22,12,11,9,5,18,15
ENSG00005422,150,37,59,39,34,75,17,121
ENSG00005423,22,17,19,34,10,15,21,20
ENSG00005424,11,11,5,8,5,5,5,13
ENSG00005425,17,7,3,14,6,13,15,22
ENSG00005426,9,4,6,4,2,1,1,4
ENSG00005427,0,0,2,4,1,2,1,2
ENSG00005428,399,341,351,847,327,339,362,512
ENSG00005429,46,75,39,81,79,87,82,126
ENSG00005430,8,2,2,5,2,9,5,3
ENSG00005431,1756,2052,1224,800,763,1198,1647,1326
ENSG00005432,504,459,568,736,619,764,727,1288
ENSG00005433,539,864,429,612,590,559,366,537
ENSG00005434,5,0,0,1,0,1,0,4
ENSG00005435,0,5,2,5,1,0,3,6
ENSG00005436,0,0,0,1,0,2,5,1
ENSG00005437,41,73,43,90,46,28,56,51
ENSG00005438,53,82,85,123,112,112,95,151
ENSG00005439,355,346,212,244,323,634,216,439
ENSG00005440,2171,4838,2211,3693,3757,2153,3780,2410
ENSG00005441,3456,2056,2659,2359,3033,2327,2273,2154
ENSG00005442,2,2,12,3,20,2,2,8
ENSG00005443,65,68,41,60,63,49,66,25
ENSG00005444,7,32,41,4,3,14,14,7
ENSG00005445,100,75,77,155,117,87,108,138
ENSG00005446,2,2,2,2,2,0,0,0
ENSG00005447,591,569,765,572,1053,438,993,1251
ENSG00005448,6,6,21,12,50,50,40,31
ENSG00005449,4,9,4,8,19,17,7,13
ENSG00005450,109,79,207,145,192,181,396,349
ENSG00005451,233,911,464,346,283,793,541,286
ENSG00005452,27,8,13,19,24,6,7,14
ENSG00005453,86,555,114,157,269,246,325,168
ENSG00005454,29,1,69,21,16,33,13,47
ENSG00005455,4522,4101,2498,5863,2905,6211,6807,4420
ENSG00005456,44,31,9,65,74,35,9,122
ENSG00005457,138,283,186,150,138,131,127,75
ENSG00005458,301,174,128,88,77,103,142,178
ENSG00005459,36,20,35,12,23,7,38,26
ENSG00005460,15,10,24,22,25,17,9,6
ENSG00005461,181,343,387,432,372,179,405,505
ENSG00005462,42,33,52,116,119,45,58,65
ENSG00005463,1856,4465,1688,3754,2670,4300,5190,3100
ENSG00005464,39,5,10,3,3,28,10,14
ENSG00005465,55,46,27,40,61,50,62,69
ENSG00005466,808,875,1373,2215,738,1418,863,392
ENSG00005467,2177,3100,2067,2164,1851,2339,2967,2765
ENSG00005468,142,94,150,93,88,143,145,251
ENSG00005469,125,137,98,49,88,168,126,226
ENSG00005470,328,808,261,265,298,204,164,357
ENSG00005471,364,762,528,902,162,643,683,290
ENSG00005472,324,357,297,431,296,732,536,356
ENSG00005473,169,461,248,408,325,381,568,297
ENSG00005474,8,2,8,4,2,1,1,0
ENSG00005475,30,39,32,29,18,30,17,19
ENSG00005476,2,0,0,0,0,0,0,0
ENSG00005477,67,39,79,61,21,84,51,57
ENSG00005478,697,913,366,1177,922,666,721,1275
ENSG00005479,132,304,55,150,100,45,151,185
ENSG00005480,166,142,68,212,79,109,130,240
ENSG00005481,10,29,8,5,1,6,7,15
ENSG00005482,47,23,16,4,14,42,17,26
ENSG00005483,15818,22563,23929,21670,15527,11992,10455,18955
ENSG00005484,262,204,82,194,199,148,135,370
ENSG00005485,184,514,347,440,296,282,206,406
ENSG00005486,58,41,30,19,15,37,22,23
ENSG00005487,91,54,49,103,22,150,40,35
ENSG00005488,167,371,84,339,291,510,160,576
ENSG00005489,6708,12614,18395,13559,7601,18681,16321,9717
ENSG00005490,13,34,8,3,9,5,7,25
ENSG00005491,25,75,9,49,47,30,70,56
ENSG00005492,20,7,4,14,5,3,11,28
ENSG00005493,605,272,338,356,427,645,317,689
ENSG00005494,16,9,3,10,5,2,10,22
ENSG00005495,204,400,308,325,279,247,83,187
ENSG00005496,0,2,2,2,1,1,1,6
ENSG00005497,84,111,54,63,48,124,39,142
ENSG00005498,1,5,6,7,7,13,3,2
ENSG00005499,8,2,1,1,4,10,2,3
ENSG00005500,62,23,10,33,58,17,13,42
ENSG00005501,246,468,182,220,214,315,227,133
ENSG00005502,10,57,4,40,13,27,47,11
ENSG00005503,72,158,68,174,101,119,263,125
ENSG00005504,0,1,0,1,1,1,0,0
ENSG00005505,21,6,4,22,4,8,24,12
ENSG00005506,31626,10439,7834,22666,16161,8766,21534,29584
ENSG00005507,7,8,11,5,17,8,14,6
ENSG00005508,11,2,3,1,2,12,11,14
ENSG00005509,2346,2408,2331,2222,2103,3027,2847,1314
ENSG00005510,271,528,381,404,523,372,476,669
ENSG00005511,47,112,31,58,66,25,39,20
ENSG00005512,28,12,10,5,22,8,20,26
ENSG00005513,2,3,4,3,4,0,2,2
ENSG00005514,0,0,2,2,2,3,11,3
ENSG00005515,0,3,1,2,0,2,3,1
ENSG00005516,10,9,4,5,0,3,3,5
ENSG00005517,1,0,1,0,0,1,1,0
ENSG00005518,113,52,42,72,39,33,28,23
ENSG00005519,183,79,125,109,48,98,95,122
ENSG00005520,726,645,1295,1072,471,625,695,957
ENSG00005521,332,1644,472,861,690,1390,557,789
ENSG00005522,339,561,271,497,553,266,399,403
ENSG00005523,6,9,6,7,14,5,11,27
ENSG00005524,445,375,409,144,459,245,386,612
ENSG00005525,56,137,33,226,40,93,82,58
ENSG00005526,0,2,0,1,0,0,0,1
ENSG00005527,102,74,85,61,79,112,88,172
ENSG00005528,2,3,4,1,2,0,3,2
ENSG00005529,586,760,1244,1139,1396,811,1233,621
ENSG00005530,7,1,0,2,1,1,6,5
ENSG00005531,8307,8723,8407,4413,3697,2930,6440,2551
ENSG00005532,312,486,329,338,340,219,721,237
ENSG00005533,0,0,0,0,0,1,1,0
ENSG00005534,12,40,15,18,32,2,68,27
ENSG00005535,8519,12444,6298,9176,10682,13484,10835,14484
ENSG00005536,19,12,7,21,20,30,14,16
ENSG00005537,3540,3506,3372,2416,2890,2855,4061,3632
ENSG00005538,508,1012,719,1061,467,1296,894,1143
ENSG00005539,1041,1629,354,505,1450,1477,2017,2243
ENSG00005540,1,0,0,0,0,1,0,1
ENSG00005541,213,222,111,66,154,182,201,140
ENSG00005542,108,24,67,50,52,101,125,171
ENSG00005543,56,76,40,54,144,147,46,66
ENSG00005544,232,274,169,218,194,121,184,165
ENSG00005545,2,0,3,5,0,1,3,0
ENSG00005546,549,414,427,406,400,659,234,502
ENSG00005547,88697,53491,43214,98237,69481,65748,67071,81833
ENSG00005548,1,0,0,1,1,1,0,0
ENSG00005549,22,13,31,62,18,24,34,96
ENSG00005550,7335,6911,3910,8929,6187,5452,4747,7347
ENSG00005551,5,10,4,9,25,10,11,4
ENSG00005552,2,0,1,0,0,4,0,0
ENSG00005553,5,1,6,3,5,3,1,1
ENSG00005554,11043,4902,5619,11257,7475,5903,8718,14009
ENSG00005555,2090,1935,1902,1098,1134,1361,3718,2901
ENSG00005556,256,212,177,151,110,410,130,376
ENSG00005557,5,20,14,11,33,32,33,15
ENSG00005558,2930,2959,2182,2899,2750,4166,4630,4185
ENSG00005559,24,42,40,64,93,37,10,40
ENSG00005560,16261,39169,22221,18944,19683,24340,19029,36062
ENSG00005561,5,1,1,2,9,5,18,6
ENSG00005562,57,89,72,40,57,95,106,136
ENSG00005563,143,280,63,145,37,186,238,154
ENSG00005564,49,256,47,72,193,45,115,120
ENSG00005565,9,10,7,9,5,1,2,5
ENSG00005566,408,516,411,611,1141,150,1183,674
ENSG00005567,135,135,316,154,113,261,178,148
ENSG00005568,437,647,195,89,288,160,734,379
ENSG00005569,333,423,464,678,592,277,171,531
ENSG00005570,0,0,0,0,0,2,0,1
ENSG00005571,1,0,0,0,0,0,2,4
ENSG00005572,17,74,123,38,50,35,49,176
ENSG00005573,926,806,631,1371,622,1356,480,2231
ENSG00005574,1518,796,2069,1668,2048,1965,1039,1271
ENSG00005575,13,3,8,10,4,31,10,7
ENSG00005576,1,0,0,1,0,0,2,1
ENSG00005577,104,12,13,30,24,15,40,35
ENSG00005578,86,55,102,35,98,173,151,164
ENSG00005579,181,86,86,174,40,139,48,96
ENSG00005580,130,160,119,57,116,176,217,362
ENSG00005581,7,40,19,47,24,62,23,95
ENSG00005582,82,91,112,92,69,104,73,67
ENSG00005583,48,101,76,120,106,76,78,52
ENSG00005584,47,62,34,38,24,37,94,56
ENSG00005585,163,149,147,199,193,165,119,198
ENSG00005586,60,47,72,65,68,29,34,65
ENSG00005587,5,7,14,9,11,16,11,19
ENSG00005588,222,423,477,495,335,104,290,334
ENSG00005589,7,8,1,6,2,12,0,7
ENSG00005590,12703,6380,6656,6504,6827,5962,4133,5044
ENSG00005591,128,243,39,68,78,100,97,41
ENSG00005592,50,58,110,59,38,61,53,69
ENSG00005593,2739,2167,1539,3552,3503,4403,1736,1619
ENSG00005594,116,128,127,130,91,89,130,182
ENSG00005595,39,40,32,91,8,51,43,45
ENSG00005596,39,26,42,35,11,41,26,16
ENSG00005597,1453,1982,1207,1615,1005,1845,1116,2257
ENSG00005598,58,33,19,41,19,24,27,64
ENSG00005599,3,12,3,40,23,10,3,3
ENSG00005600,929,928,872,1075,1089,795,1495,1393
ENSG00005601,90,53,40,15,48,65,52,44
ENSG00005602,1446,659,835,2402,1330,2473,1245,1468
ENSG00005603,5,7,1,7,9,0,0,1
ENSG00005604,2518,2190,2049,2617,2476,1692,2708,2479
ENSG00005605,3,6,8,2,15,8,3,6
ENSG00005606,136,202,197,162,103,135,116,268
ENSG00005607,69,98,118,106,79,28,145,64
ENSG00005608,696,580,363,531,630,739,515,566
ENSG00005609,25,60,16,39,26,34,25,19
ENSG00005610,1,0,0,0,0,3,0,1
ENSG00005611,5298,5499,5190,10639,4366,5239,3538,3942
ENSG00005612,22,20,8,30,15,43,18,14
ENSG00005613,501,207,425,540,744,421,339,631
ENSG00005614,68,106,92,88,118,133,40,206
ENSG00005615,7872,12459,5471,4903,10904,12950,2352,7436
ENSG00005616,3078,5254,2442,1414,3689,3104,2442,3880
ENSG00005617,156,412,213,204,183,292,164,488
ENSG00005618,1,1,1,0,2,3,2,5
ENSG00005619,163,61,81,58,114,175,144,149
ENSG00005620,72,57,60,39,26,31,22,99
ENSG00005621,46,137,85,72,78,85,57,47
ENSG00005622,11,4,19,4,9,11,6,19
ENSG00005623,1804,2008,1148,1976,1734,2168,1834,3024
ENSG00005624,1,0,0,0,0,0,0,1
ENSG00005625,28,26,9,46,28,17,29,20
ENSG00005626,0,0,1,1,0,0,1,2
ENSG00005627,1078,1384,302,1031,1144,1058,911,1503
ENSG00005628,166,435,372,261,82,176,171,399
ENSG00005629,42,23,17,15,31,24,25,19
ENSG00005630,1,1,0,0,0,0,1,0
ENSG00005631,16,3,5,4,18,6,8,21
ENSG00005632,339,183,213,278,243,227,178,169
ENSG00005633,129,442,401,528,498,256,301,236
ENSG00005634,0,1,0,0,1,0,0,1
ENSG00005635,22,16,27,50,31,25,16,31
ENSG00005636,35,50,10,49,38,24,24,36
ENSG00005637,121,100,80,41,90,34,94,130
ENSG00005638,13,36,21,29,21,19,18,32
ENSG00005639,66,149,81,81,58,40,60,108
ENSG00005640,412,325,195,356,180,463,202,368
ENSG00005641,6,12,3,6,3,23,10,7
ENSG00005642,134,86,160,121,31,114,237,227
ENSG00005643,86,75,81,42,78,69,72,43
ENSG00005644,1,2,1,1,0,3,0,1
ENSG00005645,972,864,1022,1189,1036,1251,770,977
ENSG00005646,67197,126957,38785,31596,78157,91188,66240,104122
ENSG00005647,111,183,85,163,109,228,231,164
ENSG00005648,19,77,49,44,71,69,39,161
ENSG00005649,6,1,2,4,0,3,2,2
ENSG00005650,92,33,49,40,44,60,25,46
ENSG00005651,226,192,188,202,167,255,213,217
ENSG00005652,29,121,26,15,32,37,42,37
ENSG00005653,7,29,19,8,23,36,18,21
ENSG00005654,46,32,20,34,6,68,39,17
ENSG00005655,26,25,14,6,23,48,14,6
ENSG00005656,0,2,0,1,0,0,0,1
ENSG00005657,155,130,62,117,102,112,94,83
ENSG00005658,93,114,59,66,120,141,101,77
ENSG00005659,2975,6527,3019,4137,2371,3879,1924,3115
ENSG00005660,74,163,34,115,49,88,48,59
ENSG00005661,0,0,1,0,0,3,0,2
ENSG00005662,5210,3574,2280,804,2429,2137,2280,2333
ENSG00005663,215,185,174,146,175,123,128,156
ENSG00005664,291,489,208,287,281,406,452,974
ENSG00005665,142,53,109,134,87,66,174,135
ENSG00005666,6860,5382,8484,13931,10143,6978,9515,8075
ENSG00005667,63,46,68,75,11,145,60,137
ENSG00005668,2935,4265,2124,4150,1209,2255,2210,738
ENSG00005669,1,9,7,5,1,11,20,12
ENSG00005670,12140,6339,6166,10307,6891,7663,11123,5343
ENSG00005671,1,4,7,6,6,15,2,8
ENSG00005672,9,13,20,27,13,19,18,23
ENSG00005673,0,0,1,0,1,1,0,0
ENSG00005674,436,977,343,452,594,945,675,545
ENSG00005675,4,4,3,5,3,3,0,7
ENSG00005676,37,43,28,31,108,34,58,74
ENSG00005677,48,82,41,78,64,70,67,46
ENSG00005678,1766,541,1210,754,1343,791,1633,1411
ENSG00005679,285,519,199,466,268,302,448,363
ENSG00005680,2303,4224,1175,4137,3074,5373,4307,3873
ENSG00005681,3088,2387,5191,3309,2422,3272,1938,2021
ENSG00005682,2,2,0,5,1,1,2,3
ENSG00005683,1,1,1,4,2,1,0,3
ENSG00005684,560,452,427,261,522,480,582,411
ENSG00005685,2083,3484,2046,4390,2953,4499,3206,4699
ENSG00005686,1590,1813,759,2428,712,1540,831,1896
ENSG00005687,652,582,590,952,489,1079,544,931
ENSG00005688,147,262,107,278,192,324,258,174
ENSG00005689,161,141,204,259,314,212,362,237
ENSG00005690,395,239,492,308,228,213,177,269
ENSG00005691,649,516,303,378,419,560,217,423
ENSG00005692,3220,3805,3785,3329,3361,3989,1848,5142
ENSG00005693,1,1,3,3,1,0,0,1
ENSG00005694,50,42,23,76,55,56,18,29
ENSG00005695,179,262,290,475,282,373,214,298
ENSG00005696,1,1,2,1,1,0,1,1
ENSG00005697,0,1,0,1,1,0,1,1
ENSG00005698,81,34,116,77,89,82,68,38
ENSG00005699,56,31,59,36,61,101,28,45
ENSG00005700,0,1,0,0,0,1,0,0
ENSG00005701,543,222,755,131,306,228,572,1108
ENSG00005702,193,237,353,443,305,403,271,782
ENSG00005703,6,17,10,15,6,15,22,61
ENSG00005704,43,45,57,61,27,16,27,63
ENSG00005705,28,21,26,40,41,11,16,16
ENSG00005706,259,193,318,93,360,299,303,449
ENSG00005707,20,12,32,35,76,22,20,10
ENSG00005708,71,89,57,84,79,112,74,46
ENSG00005709,1,18,3,4,3,5,2,2
ENSG00005710,1,0,3,1,0,0,0,0
ENSG00005711,922,1159,872,846,846,482,540,471
ENSG00005712,7,26,17,21,7,19,22,34
ENSG00005713,0,1,2,1,0,0,1,1
ENSG00005714,46,38,21,69,146,19,24,58
ENSG00005715,118,139,125,277,151,279,417,193
ENSG00005716,11,34,51,27,35,38,47,60
ENSG00005717,28,189,45,179,58,86,110,76
ENSG00005718,28,39,20,54,7,46,9,40
ENSG00005719,13,10,6,3,4,5,7,9
ENSG00005720,45,44,9,48,22,74,56,86
ENSG00005721,1,1,1,0,2,0,0,3
ENSG00005722,132,90,45,121,73,79,48,69
ENSG00005723,23,23,54,50,29,86,26,20
ENSG00005724,15,18,15,42,1,39,35,28
ENSG00005725,50,125,106,78,23,60,28,68
ENSG00005726,1,4,3,1,3,2,3,2
ENSG00005727,103,441,315,300,107,168,184,341
ENSG00005728,8,5,18,8,11,17,18,10
ENSG00005729,7,1,3,0,4,2,14,1
ENSG00005730,129,97,52,139,186,94,102,84
ENSG00005731,677,618,426,388,160,606,222,680
ENSG00005732,36,15,67,6,17,17,21,29
ENSG00005733,12,10,9,9,24,21,20,29
ENSG00005734,178,142,142,65,67,129,130,119
ENSG00005735,0,1,0,3,1,0,0,5
ENSG00005736,301,660,216,271,204,198,133,236
ENSG00005737,10,6,3,19,25,7,6,12
ENSG00005738,0,2,0,0,1,0,1,1
ENSG00005739,45,48,118,65,46,40,82,63
ENSG00005740,14,54,18,43,30,33,44,61
ENSG00005741,7,10,3,5,3,3,4,7
ENSG00005742,63,201,186,170,91,85,105,286
ENSG00005743,14,15,23,14,11,9,6,14
ENSG00005744,118,272,152,139,328,94,204,145
ENSG00005745,17,36,34,11,24,25,20,17
ENSG00005746,2641,3593,5014,3971,1896,2933,5321,5320
ENSG00005747,178,340,336,290,143,133,135,163
ENSG00005748,122,189,59,171,120,103,364,242
ENSG00005749,147,302,112,144,167,217,181,258
ENSG00005750,2,2,6,1,13,0,7,1
ENSG00005751,3,1,4,4,3,1,2,2
ENSG00005752,5,30,7,6,6,18,7,28
ENSG00005753,1,0,0,1,0,0,4,0
ENSG00005754,47,37,32,52,32,70,43,13
ENSG00005755,1,7,2,1,4,1,3,9
ENSG00005756,52,34,36,50,63,84,114,121
ENSG00005757,24,28,14,43,10,11,16,25
ENSG00005758,2462,2291,1560,1498,2284,1662,1140,1269
ENSG00005759,2,4,1,4,1,0,2,1
ENSG00005760,8,9,4,14,6,16,7,12
ENSG00005761,58,114,32,53,110,23,41,57
ENSG00005762,11,8,5,3,14,9,8,4
ENSG00005763,55,69,49,72,42,69,105,56
ENSG00005764,193,269,205,160,335,149,62,220
ENSG00005765,1912,2739,1076,2499,927,1258,2111,3737
ENSG00005766,298,492,84,286,170,437,250,583
ENSG00005767,68,168,87,85,27,70,34,101
ENSG00005768,66,70,58,31,44,32,77,38
ENSG00005769,24,95,21,76,42,68,50,70
ENSG00005770,201,89,177,97,104,240,71,268
ENSG00005771,7923,9936,2927,5747,5541,4504,4415,4246
ENSG00005772,915,537,597,877,633,751,473,1092
ENSG00005773,0,0,0,1,0,0,2,1
ENSG00005774,91,93,70,76,121,160,83,248
ENSG00005775,3532,2578,1310,2175,1194,2482,2922,1476
ENSG00005776,63,253,180,280,161,192,229,117
ENSG00005777,6,2,2,4,13,0,4,2
ENSG00005778,38,11,14,16,21,19,12,31
ENSG00005779,779,532,492,649,354,406,462,386
ENSG00005780,5,6,1,0,1,3,1,9
ENSG00005781,341,1108,322,696,379,421,638,611
ENSG00005782,67,107,135,65,46,41,105,68
ENSG00005783,12,28,16,35,19,30,9,20
ENSG00005784,539,595,503,486,106,193,668,641
ENSG00005785,258,649,507,390,840,197,695,544
ENSG00005786,392,443,143,304,151,298,187,520
ENSG00005787,6502,6023,2803,5028,4824,6843,5000,3929
ENSG00005788,17,3,5,18,6,12,10,4
ENSG00005789,23476,21707,22528,30491,24726,22638,26349,18839
ENSG00005790,118,160,584,276,289,516,241,411
ENSG00005791,1,1,1,2,1,9,6,9
ENSG00005792,37,41,34,36,29,55,34,64
ENSG00005793,2,7,5,1,1,5,0,2
ENSG00005794,1529,1988,1650,1819,984,1271,1407,1248
ENSG00005795,63,127,44,42,24,49,65,69
ENSG00005796,1,9,0,0,5,1,2,1
ENSG00005797,1019,1201,389,324,1098,512,604,945
ENSG00005798,130,175,108,86,91,35,61,226
ENSG00005799,546,444,349,700,494,404,1078,883
